mode,source,design_method,window,cutoff_hz,beta,tap_index,coefficient
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,103,0.00185197528088116
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,104,0.00232744272938145
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,105,0.00246665266081154
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,106,0.00230555546229144
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,107,0.00191002318997119
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,108,0.00136337215467085
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,109,0.00075356214183647
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,110,0.000161748810568101
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,111,-0.000346537124561216
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,112,-0.000726833358280454
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,113,-0.000957619308953598
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,114,-0.00103893766781065
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,115,-0.000988480922264617
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,116,-0.000836102002271522
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,117,-0.000617778720147386
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,118,-0.000369971311332231
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,119,-0.000125094933631078
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,120,9.14661661996571e-05
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,121,0.000262692937139164
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,122,0.000379789494348237
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,123,0.000440950787770275
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,124,0.000449536401692281
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,125,0.000412150363266257
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,126,0.00033703559123421
100K,firmware_current_coeffs,c_table,legacy_hamming_sinc,54000,NaN,127,0.000233033340100145
30K,recalc_scan,windowed_sinc,kaiser,16050,6,0,-4.84530065718946e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,1,-5.19346016714839e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,2,-4.80028272012299e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,3,-3.47901855144077e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,4,-1.1432748881535e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,5,2.15620437685452e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,6,6.20807344806331e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,7,0.000106360846720134
30K,recalc_scan,windowed_sinc,kaiser,16050,6,8,0.000149180048031149
30K,recalc_scan,windowed_sinc,kaiser,16050,6,9,0.000184291563919372
30K,recalc_scan,windowed_sinc,kaiser,16050,6,10,0.00020508759566222
30K,recalc_scan,windowed_sinc,kaiser,16050,6,11,0.000205437883691332
30K,recalc_scan,windowed_sinc,kaiser,16050,6,12,0.000180618092284322
30K,recalc_scan,windowed_sinc,kaiser,16050,6,13,0.000128217066942457
30K,recalc_scan,windowed_sinc,kaiser,16050,6,14,4.88976100184742e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,15,-5.31143300821847e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,16,-0.000169920324486271
30K,recalc_scan,windowed_sinc,kaiser,16050,6,17,-0.000290294836338975
30K,recalc_scan,windowed_sinc,kaiser,16050,6,18,-0.000400512327080787
30K,recalc_scan,windowed_sinc,kaiser,16050,6,19,-0.000485625195446078
30K,recalc_scan,windowed_sinc,kaiser,16050,6,20,-0.000531099751411349
30K,recalc_scan,windowed_sinc,kaiser,16050,6,21,-0.00052465894813189
30K,recalc_scan,windowed_sinc,kaiser,16050,6,22,-0.000458133374312028
30K,recalc_scan,windowed_sinc,kaiser,16050,6,23,-0.000329093402507847
30K,recalc_scan,windowed_sinc,kaiser,16050,6,24,-0.000142031284619042
30K,recalc_scan,windowed_sinc,kaiser,16050,6,25,9.11140925255934e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,26,0.000351244673017404
30K,recalc_scan,windowed_sinc,kaiser,16050,6,27,0.000613279910145896
30K,recalc_scan,windowed_sinc,kaiser,16050,6,28,0.000848202734164821
30K,recalc_scan,windowed_sinc,kaiser,16050,6,29,0.00102584845453646
30K,recalc_scan,windowed_sinc,kaiser,16050,6,30,0.00111820600724138
30K,recalc_scan,windowed_sinc,kaiser,16050,6,31,0.0011029116618481
30K,recalc_scan,windowed_sinc,kaiser,16050,6,32,0.000966553284173963
30K,recalc_scan,windowed_sinc,kaiser,16050,6,33,0.000707378925178318
30K,recalc_scan,windowed_sinc,kaiser,16050,6,34,0.000337023932373818
30K,recalc_scan,windowed_sinc,kaiser,16050,6,35,-0.00011906152183033
30K,recalc_scan,windowed_sinc,kaiser,16050,6,36,-0.000622690394155505
30K,recalc_scan,windowed_sinc,kaiser,16050,6,37,-0.00112557963945295
30K,recalc_scan,windowed_sinc,kaiser,16050,6,38,-0.00157344000294817
30K,recalc_scan,windowed_sinc,kaiser,16050,6,39,-0.00191122366072547
30K,recalc_scan,windowed_sinc,kaiser,16050,6,40,-0.00208907556457943
30K,recalc_scan,windowed_sinc,kaiser,16050,6,41,-0.00206840529792955
30K,recalc_scan,windowed_sinc,kaiser,16050,6,42,-0.00182741929230143
30K,recalc_scan,windowed_sinc,kaiser,16050,6,43,-0.00136544228749061
30K,recalc_scan,windowed_sinc,kaiser,16050,6,44,-0.000705419706833919
30K,recalc_scan,windowed_sinc,kaiser,16050,6,45,0.000105870639959808
30K,recalc_scan,windowed_sinc,kaiser,16050,6,46,0.00100016648369855
30K,recalc_scan,windowed_sinc,kaiser,16050,6,47,0.00189264523697042
30K,recalc_scan,windowed_sinc,kaiser,16050,6,48,0.00268916194873753
30K,recalc_scan,windowed_sinc,kaiser,16050,6,49,0.00329526121179859
30K,recalc_scan,windowed_sinc,kaiser,16050,6,50,0.00362617768915626
30K,recalc_scan,windowed_sinc,kaiser,16050,6,51,0.00361685605602254
30K,recalc_scan,windowed_sinc,kaiser,16050,6,52,0.00323092434864703
30K,recalc_scan,windowed_sinc,kaiser,16050,6,53,0.00246756315290228
30K,recalc_scan,windowed_sinc,kaiser,16050,6,54,0.00136533510325827
30K,recalc_scan,windowed_sinc,kaiser,16050,6,55,2.27163084069766e-06
30K,recalc_scan,windowed_sinc,kaiser,16050,6,56,-0.00150815843615778
30K,recalc_scan,windowed_sinc,kaiser,16050,6,57,-0.00302517754767751
30K,recalc_scan,windowed_sinc,kaiser,16050,6,58,-0.00439247560546442
30K,recalc_scan,windowed_sinc,kaiser,16050,6,59,-0.00545276453279523
30K,recalc_scan,windowed_sinc,kaiser,16050,6,60,-0.0060638768464625
30K,recalc_scan,windowed_sinc,kaiser,16050,6,61,-0.00611490475099252
30K,recalc_scan,windowed_sinc,kaiser,16050,6,62,-0.00554073870144065
30K,recalc_scan,windowed_sinc,kaiser,16050,6,63,-0.00433338260613643
30K,recalc_scan,windowed_sinc,kaiser,16050,6,64,-0.00254860686083503
30K,recalc_scan,windowed_sinc,kaiser,16050,6,65,-0.000306843946637492
30K,recalc_scan,windowed_sinc,kaiser,16050,6,66,0.00221228856957454
30K,recalc_scan,windowed_sinc,kaiser,16050,6,67,0.00478187446556868
30K,recalc_scan,windowed_sinc,kaiser,16050,6,68,0.007145405786307
30K,recalc_scan,windowed_sinc,kaiser,16050,6,69,0.00903910691247924
30K,recalc_scan,windowed_sinc,kaiser,16050,6,70,0.0102171307585201
30K,recalc_scan,windowed_sinc,kaiser,16050,6,71,0.0104774710591183
30K,recalc_scan,windowed_sinc,kaiser,16050,6,72,0.00968620277667089
30K,recalc_scan,windowed_sinc,kaiser,16050,6,73,0.00779764348341848
30K,recalc_scan,windowed_sinc,kaiser,16050,6,74,0.0048682368675315
30K,recalc_scan,windowed_sinc,kaiser,16050,6,75,0.00106238866241367
30K,recalc_scan,windowed_sinc,kaiser,16050,6,76,-0.00335089306668904
30K,recalc_scan,windowed_sinc,kaiser,16050,6,77,-0.00801093560233244
30K,recalc_scan,windowed_sinc,kaiser,16050,6,78,-0.0124874542783342
30K,recalc_scan,windowed_sinc,kaiser,16050,6,79,-0.0163104077052186
30K,recalc_scan,windowed_sinc,kaiser,16050,6,80,-0.0190055682090153
30K,recalc_scan,windowed_sinc,kaiser,16050,6,81,-0.0201330955155677
30K,recalc_scan,windowed_sinc,kaiser,16050,6,82,-0.0193259915613751
30K,recalc_scan,windowed_sinc,kaiser,16050,6,83,-0.016325165428607
30K,recalc_scan,windowed_sinc,kaiser,16050,6,84,-0.0110079738699266
30K,recalc_scan,windowed_sinc,kaiser,16050,6,85,-0.00340752307614403
30K,recalc_scan,windowed_sinc,kaiser,16050,6,86,0.00627930674935555
30K,recalc_scan,windowed_sinc,kaiser,16050,6,87,0.0176962733002268
30K,recalc_scan,windowed_sinc,kaiser,16050,6,88,0.0303447701855095
30K,recalc_scan,windowed_sinc,kaiser,16050,6,89,0.0436125071242284
30K,recalc_scan,windowed_sinc,kaiser,16050,6,90,0.0568119637047162
30K,recalc_scan,windowed_sinc,kaiser,16050,6,91,0.0692258426831347
30K,recalc_scan,windowed_sinc,kaiser,16050,6,92,0.0801561021969284
30K,recalc_scan,windowed_sinc,kaiser,16050,6,93,0.0889727796288501
30K,recalc_scan,windowed_sinc,kaiser,16050,6,94,0.0951587699695648
30K,recalc_scan,windowed_sinc,kaiser,16050,6,95,0.0983469971134805
30K,recalc_scan,windowed_sinc,kaiser,16050,6,96,0.0983469971134805
30K,recalc_scan,windowed_sinc,kaiser,16050,6,97,0.0951587699695648
30K,recalc_scan,windowed_sinc,kaiser,16050,6,98,0.0889727796288501
30K,recalc_scan,windowed_sinc,kaiser,16050,6,99,0.0801561021969284
30K,recalc_scan,windowed_sinc,kaiser,16050,6,100,0.0692258426831347
30K,recalc_scan,windowed_sinc,kaiser,16050,6,101,0.0568119637047162
30K,recalc_scan,windowed_sinc,kaiser,16050,6,102,0.0436125071242284
30K,recalc_scan,windowed_sinc,kaiser,16050,6,103,0.0303447701855095
30K,recalc_scan,windowed_sinc,kaiser,16050,6,104,0.0176962733002268
30K,recalc_scan,windowed_sinc,kaiser,16050,6,105,0.00627930674935555
30K,recalc_scan,windowed_sinc,kaiser,16050,6,106,-0.00340752307614403
30K,recalc_scan,windowed_sinc,kaiser,16050,6,107,-0.0110079738699266
30K,recalc_scan,windowed_sinc,kaiser,16050,6,108,-0.016325165428607
30K,recalc_scan,windowed_sinc,kaiser,16050,6,109,-0.0193259915613751
30K,recalc_scan,windowed_sinc,kaiser,16050,6,110,-0.0201330955155677
30K,recalc_scan,windowed_sinc,kaiser,16050,6,111,-0.0190055682090153
30K,recalc_scan,windowed_sinc,kaiser,16050,6,112,-0.0163104077052186
30K,recalc_scan,windowed_sinc,kaiser,16050,6,113,-0.0124874542783342
30K,recalc_scan,windowed_sinc,kaiser,16050,6,114,-0.00801093560233244
30K,recalc_scan,windowed_sinc,kaiser,16050,6,115,-0.00335089306668904
30K,recalc_scan,windowed_sinc,kaiser,16050,6,116,0.00106238866241367
30K,recalc_scan,windowed_sinc,kaiser,16050,6,117,0.0048682368675315
30K,recalc_scan,windowed_sinc,kaiser,16050,6,118,0.00779764348341848
30K,recalc_scan,windowed_sinc,kaiser,16050,6,119,0.00968620277667089
30K,recalc_scan,windowed_sinc,kaiser,16050,6,120,0.0104774710591183
30K,recalc_scan,windowed_sinc,kaiser,16050,6,121,0.0102171307585201
30K,recalc_scan,windowed_sinc,kaiser,16050,6,122,0.00903910691247924
30K,recalc_scan,windowed_sinc,kaiser,16050,6,123,0.007145405786307
30K,recalc_scan,windowed_sinc,kaiser,16050,6,124,0.00478187446556868
30K,recalc_scan,windowed_sinc,kaiser,16050,6,125,0.00221228856957454
30K,recalc_scan,windowed_sinc,kaiser,16050,6,126,-0.000306843946637492
30K,recalc_scan,windowed_sinc,kaiser,16050,6,127,-0.00254860686083503
30K,recalc_scan,windowed_sinc,kaiser,16050,6,128,-0.00433338260613643
30K,recalc_scan,windowed_sinc,kaiser,16050,6,129,-0.00554073870144065
30K,recalc_scan,windowed_sinc,kaiser,16050,6,130,-0.00611490475099252
30K,recalc_scan,windowed_sinc,kaiser,16050,6,131,-0.0060638768464625
30K,recalc_scan,windowed_sinc,kaiser,16050,6,132,-0.00545276453279523
30K,recalc_scan,windowed_sinc,kaiser,16050,6,133,-0.00439247560546442
30K,recalc_scan,windowed_sinc,kaiser,16050,6,134,-0.00302517754767751
30K,recalc_scan,windowed_sinc,kaiser,16050,6,135,-0.00150815843615778
30K,recalc_scan,windowed_sinc,kaiser,16050,6,136,2.27163084069766e-06
30K,recalc_scan,windowed_sinc,kaiser,16050,6,137,0.00136533510325827
30K,recalc_scan,windowed_sinc,kaiser,16050,6,138,0.00246756315290228
30K,recalc_scan,windowed_sinc,kaiser,16050,6,139,0.00323092434864703
30K,recalc_scan,windowed_sinc,kaiser,16050,6,140,0.00361685605602254
30K,recalc_scan,windowed_sinc,kaiser,16050,6,141,0.00362617768915626
30K,recalc_scan,windowed_sinc,kaiser,16050,6,142,0.00329526121179859
30K,recalc_scan,windowed_sinc,kaiser,16050,6,143,0.00268916194873753
30K,recalc_scan,windowed_sinc,kaiser,16050,6,144,0.00189264523697042
30K,recalc_scan,windowed_sinc,kaiser,16050,6,145,0.00100016648369855
30K,recalc_scan,windowed_sinc,kaiser,16050,6,146,0.000105870639959808
30K,recalc_scan,windowed_sinc,kaiser,16050,6,147,-0.000705419706833919
30K,recalc_scan,windowed_sinc,kaiser,16050,6,148,-0.00136544228749061
30K,recalc_scan,windowed_sinc,kaiser,16050,6,149,-0.00182741929230143
30K,recalc_scan,windowed_sinc,kaiser,16050,6,150,-0.00206840529792955
30K,recalc_scan,windowed_sinc,kaiser,16050,6,151,-0.00208907556457943
30K,recalc_scan,windowed_sinc,kaiser,16050,6,152,-0.00191122366072547
30K,recalc_scan,windowed_sinc,kaiser,16050,6,153,-0.00157344000294817
30K,recalc_scan,windowed_sinc,kaiser,16050,6,154,-0.00112557963945295
30K,recalc_scan,windowed_sinc,kaiser,16050,6,155,-0.000622690394155505
30K,recalc_scan,windowed_sinc,kaiser,16050,6,156,-0.00011906152183033
30K,recalc_scan,windowed_sinc,kaiser,16050,6,157,0.000337023932373818
30K,recalc_scan,windowed_sinc,kaiser,16050,6,158,0.000707378925178318
30K,recalc_scan,windowed_sinc,kaiser,16050,6,159,0.000966553284173963
30K,recalc_scan,windowed_sinc,kaiser,16050,6,160,0.0011029116618481
30K,recalc_scan,windowed_sinc,kaiser,16050,6,161,0.00111820600724138
30K,recalc_scan,windowed_sinc,kaiser,16050,6,162,0.00102584845453646
30K,recalc_scan,windowed_sinc,kaiser,16050,6,163,0.000848202734164821
30K,recalc_scan,windowed_sinc,kaiser,16050,6,164,0.000613279910145896
30K,recalc_scan,windowed_sinc,kaiser,16050,6,165,0.000351244673017404
30K,recalc_scan,windowed_sinc,kaiser,16050,6,166,9.11140925255934e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,167,-0.000142031284619042
30K,recalc_scan,windowed_sinc,kaiser,16050,6,168,-0.000329093402507847
30K,recalc_scan,windowed_sinc,kaiser,16050,6,169,-0.000458133374312028
30K,recalc_scan,windowed_sinc,kaiser,16050,6,170,-0.00052465894813189
30K,recalc_scan,windowed_sinc,kaiser,16050,6,171,-0.000531099751411349
30K,recalc_scan,windowed_sinc,kaiser,16050,6,172,-0.000485625195446078
30K,recalc_scan,windowed_sinc,kaiser,16050,6,173,-0.000400512327080787
30K,recalc_scan,windowed_sinc,kaiser,16050,6,174,-0.000290294836338975
30K,recalc_scan,windowed_sinc,kaiser,16050,6,175,-0.000169920324486271
30K,recalc_scan,windowed_sinc,kaiser,16050,6,176,-5.31143300821847e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,177,4.88976100184742e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,178,0.000128217066942457
30K,recalc_scan,windowed_sinc,kaiser,16050,6,179,0.000180618092284322
30K,recalc_scan,windowed_sinc,kaiser,16050,6,180,0.000205437883691332
30K,recalc_scan,windowed_sinc,kaiser,16050,6,181,0.00020508759566222
30K,recalc_scan,windowed_sinc,kaiser,16050,6,182,0.000184291563919372
30K,recalc_scan,windowed_sinc,kaiser,16050,6,183,0.000149180048031149
30K,recalc_scan,windowed_sinc,kaiser,16050,6,184,0.000106360846720134
30K,recalc_scan,windowed_sinc,kaiser,16050,6,185,6.20807344806331e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,186,2.15620437685452e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,187,-1.1432748881535e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,188,-3.47901855144077e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,189,-4.80028272012299e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,190,-5.19346016714839e-05
30K,recalc_scan,windowed_sinc,kaiser,16050,6,191,-4.84530065718946e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,0,-6.67819602678087e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,1,-4.78119122187722e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,2,-1.82279773922163e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,3,2.00263207330563e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,4,6.34341884274228e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,5,0.000107146368923737
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,6,0.000145443578005367
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,7,0.000172385531002432
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,8,0.000182581619967642
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,9,0.000171993918195981
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,10,0.000138668200986364
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,11,8.32860634929492e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,12,9.4426126544282e-06
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,13,-7.64204685840092e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,14,-0.0001654593674561
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,15,-0.000247237353882198
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,16,-0.000310837210622381
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,17,-0.000346169381005266
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,18,-0.000345331466323954
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,19,-0.000303852562964232
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,20,-0.000221652788654812
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,21,-0.000103566447634229
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,22,4.06836351675437e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,23,0.00019711596813475
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,24,0.000348710140889093
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,25,0.000477127547426924
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,26,0.000564773432131468
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,27,0.000596982924503435
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,28,0.000564077437418095
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,29,0.000463029313242915
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,30,0.000298495436888499
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,31,8.30346600780428e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,32,-0.000163594584796565
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,33,-0.00041605872416142
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,34,-0.000645887172859474
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,35,-0.000824508574339937
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,36,-0.000926578984779888
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,37,-0.000933234178474791
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,38,-0.000834875328085557
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,39,-0.000633119044080229
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,40,-0.000341610174338908
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,41,1.44954892915234e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,42,0.000400431006179059
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,43,0.000774994998174061
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,44,0.00109474146362666
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,45,0.00131877907764595
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,46,0.00141367286646721
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,47,0.00135788888989413
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,48,0.00114523156171767
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,49,0.000786797033302709
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,50,0.000311100874696657
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,51,-0.000237777082856716
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,52,-0.000803971238439287
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,53,-0.00132524669416783
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,54,-0.00173955878371656
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,55,-0.00199209281625756
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,56,-0.00204201726434428
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,57,-0.00186816015575471
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,58,-0.0014728837578687
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,59,-0.000883585456784553
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,60,-0.000151481588818873
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,61,0.000652385043336189
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,62,0.0014436627623184
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,63,0.00213317906838188
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,64,0.00263658303887483
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,65,0.00288413891680538
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,66,0.00282958121616832
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,67,0.00245697209718184
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,68,0.00178465337598399
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,69,0.00086564918130512
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,70,-0.000215771380882885
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,71,-0.00135125295798472
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,72,-0.00241869254483343
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,73,-0.00329482611299305
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,74,-0.00386881934308288
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,75,-0.00405542425482547
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,76,-0.00380621604844374
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,77,-0.00311753822218788
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,78,-0.00203405648823701
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,79,-0.000647232980098128
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,80,0.00091145491663663
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,81,0.00248216207394315
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,82,0.00389224249001342
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,83,0.00497429866136878
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,84,0.00558491225242209
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,85,0.00562206315204986
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,86,0.00503925605654307
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,87,0.0038546003774895
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,88,0.00215351888214968
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,89,8.43589148650886e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,90,-0.00215310677611952
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,91,-0.00432554399913564
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,92,-0.00618881421554238
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,93,-0.00751353832703535
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,94,-0.00811094833377263
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,95,-0.00785631381533036
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,96,-0.00670730776458039
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,97,-0.00471503267715859
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,98,-0.00202604128236086
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,99,0.00112549254422077
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,100,0.0044353416568239
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,101,0.00755542217335033
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,102,0.0101265653426273
